Date,Target Name,Target Industry Sector,"Target
Nation",Acquiror Name,Acquiror Industry Sector,"Acquiror
Nation","%
of
Shares
Acq.","%
Owned
After
Trans-
action","Value
of
Transaction
($mil)","Acquiror
Ticker
Symbol","Target
Ticker
Symbol","Acquiror
Datastream
Code","Target
Datastream
Code"
30.06.11,Nuon E&P,Oil and Gas; Petroleum Refining,Netherlands,Tullow Oil PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,423.071,"TLW
TLW
TQW",,506343,
26.05.11,Bibop SpA,Motion Picture Production and Distribution,Italy,Brainspark PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,42.03,42.0,2.876,BSP,,290338,
31.08.11,Centrebet International Ltd,Amusement and Recreation Services,Australia,Sportingbet PLC,Amusement and Recreation Services,United Kingdom,100.00,100.0,194.021,SBT,CIL,274310,36253P
12.10.11,Protabaco,Tobacco Products,Colombia,British American Tobacco PLC,Tobacco Products,United Kingdom,100.00,100.0,452.00,BATS,,901295,
13.07.11,Undisclosed Companies(6),Hotels and Casinos,Austria,TUI Travel PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,23.328,TT,,911448,
26.05.11,Thames Travel(Wallingford)Ltd,Transportation and Shipping (except air),United Kingdom,The Go-Ahead Group PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,GOG,,135565,
27.05.11,Call Centre Technology Ltd,Communications Equipment,United Kingdom,The Capita Group PLC,Business Services,United Kingdom,100.00,100.0,24.759,CPI,,953830,
30.06.11,Sagex Petroleum ASA,Oil and Gas; Petroleum Refining,Norway,Valiant Petroleum PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,11.822,"VLPLF
VPP",,67830J,
07.07.11,Intelenet Global Svcs Pvt Ltd,Telecommunications,India,Serco Group PLC,Business Services,United Kingdom,100.00,100.0,633.325,"SCGPY
SRP",,943663,
31.05.11,Team24 Ltd,Business Services,United Kingdom,The Capita Group PLC,Business Services,United Kingdom,100.00,100.0,42.827,CPI,,953830,
01.06.11,CMS,Business Services,Lithuania,Aegis Group PLC,Advertising Services,United Kingdom,100.00,100.0,,AGS,,917597,
01.06.11,Hectronic AB,Computer and Office Equipment,Sweden,Acal PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,1.959,ACL,,943803,
01.06.11,King Espana Complementos SL,Wholesale Trade-Nondurable Goods,Spain,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
01.06.11,SIG Trading Ltd- Safety,Wholesale Trade-Nondurable Goods,United Kingdom,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
01.06.11,Spacebud Pty Ltd-Hospitality,Wholesale Trade-Nondurable Goods,Australia,Bunzl PLC,Transportation and Shipping (except air),United Kingdom,100.00,100.0,,"BNL
BNZL",,901067,
01.06.11,Stewart Travel Ltd,Transportation and Shipping (except air),United Kingdom,Minoan Group PLC,Hotels and Casinos,United Kingdom,19.90,19.9,.447,"MIN
MIN",,28915Q,
02.06.11,Gigawave Ltd,Radio and Television Broadcasting Stations,United Kingdom,Vislink PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,6.792,VLK,,981352,
06.06.11,Poyry-Oil&Gas Competence Line,Business Services,Finland,WS Atkins PLC,Business Services,United Kingdom,100.00,100.0,25.253,ATK,,882044,
23.08.11,Dawson Holdings PLC,Business Services,United Kingdom,Smiths News PLC,Wholesale Trade-Nondurable Goods,United Kingdom,100.00,100.0,33.866,NWS,DWN,36194R,926121
07.06.11,Evergreen Oil Ltd,Chemicals and Allied Products,United Kingdom,Alexander David Investments,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,6.38,6.4,.247,"ADI
ADIT",,290423,
08.06.11,i-PoP Networks Pte Ltd,Advertising Services,Singapore,InternetQ PLC,Telecommunications,United Kingdom,100.00,100.0,227.263,INTQ,,72910C,
08.06.11,ICAP Media,Motion Picture Production and Distribution,United States,ICAP PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,IAP,,688846,
27.02.12,Mwiriti-Cabo Delgado Project,Mining,Mozambique,Gemfields PLC,Mining,United Kingdom,75.00,75.0,2.50,"GEM
GEM",,32009M,
08.06.11,RUSTON wheb Ltd-Assets,Business Services,United Kingdom,Human Capital Resources plc,Business Services,United Kingdom,100.00,100.0,.018,CLIP,,,
09.06.11,Flower World,Wholesale Trade-Nondurable Goods,United Kingdom,WM Morrison Supermarkets PLC,Retail Trade-Food Stores,United Kingdom,100.00,100.0,16.368,MRW,,905576,
10.06.11,The Joined Up Media Company,Business Services,Russian Fed,Ebiquity PLC,Business Services,United Kingdom,51.00,51.0,1.948,THN,,291678,
30.06.11,Mainio Vire Oy,Health Services,Finland,HgCapital Trust PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,20.291,HGT,,904817,
13.06.11,APR Energy LLC,"Electric, Gas, and Water Distribution",United States,Horizon Acquisition Co PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,854.014,HZN,,68735K,
13.06.11,Salmec Resources,Mining,Liberia,Sable Mining Africa Ltd,Mining,United Kingdom,60.00,60.0,,SBLM,,54021D,
13.06.11,Valco Valves & Automation AS,Metal and Metal Products,Norway,Rotork PLC,Machinery,United Kingdom,100.00,100.0,,ROR,,68638N,
14.06.11,Marriot-Hotels(42),Hotels and Casinos,United Kingdom,Royal Bank of Scotland Grp PLC,"Commercial Banks, Bank Holding Companies",United Kingdom,100.00,100.0,,"RBS
RBS",,901450,
14.06.11,Omicron NanoTechnology GmbH,Machinery,Germany,Oxford Instruments PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,46.726,OXIG,,940013,
14.06.11,Orchestra Bristol Ltd,Business Services,United Kingdom,Communisis PLC,Business Services,United Kingdom,100.00,100.0,3.684,CMS,,135860,
15.06.11,Lecocq Traiteur,Retail Trade-Eating and Drinking Places,France,Compass Group PLC,Retail Trade-Eating and Drinking Places,United Kingdom,100.00,100.0,,CPGL,,,
05.10.11,Marstel Holdings Pty Ltd,Transportation and Shipping (except air),Australia,Stolt Nielsen Ltd,Transportation and Shipping (except air),United Kingdom,70.00,70.0,,"SNI
SNSA",,866218,
18.06.11,Obsidian Software Inc,Prepackaged Software,United States,ARM Holdings PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,,"ARM
ARMH",,679297,
24.06.11,SiS(Science in Sport)Ltd,Food and Kindred Products,United Kingdom,Provexis PLC,Drugs,United Kingdom,100.00,100.0,12.955,PXS,,28998F,
18.06.11,Cecil Gee Ltd-Stores (8),Retail Trade-General Merchandise and Apparel,United Kingdom,JD Sports Fashion PLC,Miscellaneous Retail Trade,United Kingdom,100.00,100.0,2.753,JD.,,882323,
01.08.11,Ned Davis Research Inc,"Investment & Commodity Firms,Dealers,Exchanges",United States,Euromoney Institutional,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,173.00,ERM,,728803,
20.06.11,Invocas Group-Certain Assets,Prepackaged Software,United Kingdom,ClearDebt Group PLC,Personal Services,United Kingdom,100.00,100.0,,CLEA,,686445,
13.01.12,Pacific Beverages Pty Ltd,Food and Kindred Products,Australia,SABMiller PLC,Food and Kindred Products,United Kingdom,50.00,100.0,401.926,"SAB
SABJ.J",,695504,
20.06.11,Zimiti Ltd,Business Services,United Kingdom,Digital Barriers PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,16.204,DGB,,68869P,
21.06.11,Business Advisory Services Ltd,Business Services,United Kingdom,Mission Capital PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,13.314,,,32360V,
03.02.12,Rontec Investments LLP-Petrol,Miscellaneous Retail Trade,United Kingdom,Shell PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,400.00,"RDS.A
RDS.B
RDS3
RDSA
RDSB
RDSB",,31347F,
21.06.11,"Wellgate Shopping Centre,",Real Estate; Mortgage Bankers and Brokers,United Kingdom,Invista Real Estate Investment,Real Estate; Mortgage Bankers and Brokers,United Kingdom,100.00,100.0,50.659,INRE,,41210K,
22.06.11,Berkeley Frost Ltd,Business Services,United Kingdom,Human Capital Resources plc,Business Services,United Kingdom,100.00,100.0,1.835,CLIP,,,
01.07.11,"The Village, Muswell Hill",Retail Trade-Eating and Drinking Places,United Kingdom,The Capital Pub Co PLC,Retail Trade-Eating and Drinking Places,United Kingdom,100.00,100.0,4.659,CPUB,,29355V,
23.06.11,OnlineLiebe GmbH,Business Services,Germany,Cupid PLC,Business Services,United Kingdom,75.00,75.0,,CPML,,,
23.06.11,Quantum Return Enterprises Ltd,"Investment & Commodity Firms,Dealers,Exchanges",British Virgin,Aspartus Resources PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,49.99,50.0,,ASPP,,,
23.06.11,Tenet Medical Engineering Inc,"Measuring, Medical, Photo Equipment; Clocks",Canada,Smith & Nephew PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,,"SN
SNN",,900487,
23.06.11,Womenweb GmbH,Business Services,Germany,Cupid PLC,Business Services,United Kingdom,75.00,75.0,3.923,CPML,,,
24.06.11,Habitat UK Ltd-Certain Assets,"Wood Products, Furniture, and Fixtures",United Kingdom,Home Retail Group PLC,Retail Trade-General Merchandise and Apparel,United Kingdom,100.00,100.0,39.237,HOME,,901199,
24.06.11,Rockberries GmbH,Miscellaneous Retail Trade,Germany,Rockberries PLC,"Holding Companies, Except Banks",United Kingdom,,,,09D,,74587R,
27.06.11,Puesto Guardian Concession,Oil and Gas; Petroleum Refining,Argentina,President Petroleum Co PLC,Oil and Gas; Petroleum Refining,United Kingdom,50.00,50.0,,"MRDPF
PPC",,29049N,
05.08.11,Zurich-Shopping Centres(4),Real Estate; Mortgage Bankers and Brokers,United Kingdom,NewRiver Retail Ltd,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,108.684,NRR,,67919W,
10.10.11,Alta SA,"Holding Companies, Except Banks",Chile,Jardine Lloyd Thompson Grp PLC,Insurance,United Kingdom,50.10,50.1,15.247,JLT,,953659,
29.06.11,Benicassim Ltd,Amusement and Recreation Services,United Kingdom,Music Festivals plc,Amusement and Recreation Services,United Kingdom,100.00,100.0,,"MFP
MFPGB",,77327C,
29.06.11,EP Event Ltd,Amusement and Recreation Services,United Kingdom,Music Festivals plc,Amusement and Recreation Services,United Kingdom,100.00,100.0,,"MFP
MFPGB",,77327C,
29.06.11,Finsbury Park Events Ltd,Amusement and Recreation Services,United Kingdom,Music Festivals plc,Amusement and Recreation Services,United Kingdom,100.00,100.0,,"MFP
MFPGB",,77327C,
29.06.11,Kent Festival Ltd,Amusement and Recreation Services,United Kingdom,Music Festivals plc,Amusement and Recreation Services,United Kingdom,100.00,100.0,,"MFP
MFPGB",,77327C,
28.06.11,Quo Vadis Ltd,Electronic and Electrical Equipment,United Kingdom,Advanced Power Components PLC,Wholesale Trade-Durable Goods,United Kingdom,100.00,100.0,,APC,,882563,
29.06.11,SP Events Ltd,Amusement and Recreation Services,United Kingdom,Music Festivals plc,Amusement and Recreation Services,United Kingdom,100.00,100.0,,"MFP
MFPGB",,77327C,
29.06.11,"Grenfell Island,Maidenhead",Real Estate; Mortgage Bankers and Brokers,United Kingdom,The British Land Co PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,118.348,BLND,,901587,
07.09.11,Action Nederland BV,Retail Trade-Food Stores,Netherlands,3i Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,,III,,960338,
30.06.11,MH Foods,Food and Kindred Products,United Kingdom,Dairy Crest Group PLC,Food and Kindred Products,United Kingdom,100.00,100.0,20.857,DCG,,882065,
30.06.11,Management Archives Ltd,Business Services,United Kingdom,Restore PLC,Business Services,United Kingdom,100.00,100.0,1.163,RST,,29705Q,
01.08.11,Nokia Mobile Phones-Operator,Communications Equipment,Canada,Synchronica PLC,Communications Equipment,United Kingdom,100.00,100.0,25.001,"SYNC
SYNC",,70194C,
01.07.11,Club 24 Ltd,Telecommunications,United Kingdom,The Capita Group PLC,Business Services,United Kingdom,100.00,100.0,104.481,CPI,,953830,
01.07.11,Manroy USA LLC,Metal and Metal Products,United States,Manroy PLC,Metal and Metal Products,United Kingdom,49.00,49.0,2.50,MANY,,74046K,
01.07.11,PoliticsHome Ltd,Business Services,United Kingdom,Dods Group PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,3.209,DODS,,257820,
01.07.11,Portland Lighting Ltd,Electronic and Electrical Equipment,United Kingdom,FW Thorpe PLC,Electronic and Electrical Equipment,United Kingdom,100.00,100.0,,TFW:PZ,,914253,
04.07.11,Azurri Computer Systems-Retail,Business Services,United Kingdom,K3 Business Tech Group PLC,Prepackaged Software,United Kingdom,100.00,100.0,2.413,KBT,,135109,
05.07.11,Fabbify Software GmbH,Business Services,Germany,Delcam PLC,Prepackaged Software,United Kingdom,25.00,25.0,,"DLC
DLC",,898071,
05.07.11,RosterOn Pty Ltd,Prepackaged Software,Australia,Allocate Software PLC,Business Services,United Kingdom,100.00,100.0,3.223,ALL,,688852,
06.07.11,Cruise Clothing Ltd,Textile and Apparel Products,United Kingdom,Sports Direct Intl PLC,Miscellaneous Retail Trade,United Kingdom,80.00,80.0,,SPD,,50220V,
06.07.11,West Coast Capital,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,Sports Direct Intl PLC,Miscellaneous Retail Trade,United Kingdom,80.00,80.0,11.242,SPD,,50220V,
07.07.11,Data Discoveries Ltd,Prepackaged Software,United Kingdom,GB Group PLC,Business Services,United Kingdom,100.00,100.0,.974,GBG,,319730,
07.07.11,"Undisclosed CCTV Whl,UK",Wholesale Trade-Durable Goods,United Kingdom,Pinnacle Telecom Group PLC,Telecommunications,United Kingdom,100.00,100.0,,GLN,,29805F,
08.07.11,Avo Photonics Inc,"Measuring, Medical, Photo Equipment; Clocks",United States,Halma PLC,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,100.00,100.0,20.00,"HALMY
HLMA",,910821,
08.07.11,"99 Bishopsgate, London EC2",Real Estate; Mortgage Bankers and Brokers,United Kingdom,Hammerson PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,160.57,"HMN
HMSO",,901596,
21.07.11,Societe Generale SA-17 Ppty,Real Estate; Mortgage Bankers and Brokers,United Kingdom,The British Land Co PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,287.42,BLND,,901587,
11.07.11,Continuum International,"Printing, Publishing, and Allied Services",United Kingdom,Bloomsbury Publishing PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,31.981,BMY,,135750,
11.07.11,GlobalConect Ltd,Telecommunications,United Kingdom,Telit Communications PLC,Telecommunications,United Kingdom,100.00,100.0,2.38,TCM,,30498K,
11.07.11,Hubei Haosun Pharm Co Ltd,Drugs,China,Hikma Pharmaceuticals PLC,Drugs,United Kingdom,,,5.00,HIK,,32273L,
11.07.11,Just Marketing International,Business Services,United States,WPP PLC,Advertising Services,United Kingdom,,,,WPP,,926119,
11.07.11,MediaVest(Manchester)Ltd,Advertising Services,United Kingdom,Aegis Group PLC,Advertising Services,United Kingdom,75.00,75.0,151.155,AGS,,917597,
31.07.11,Znode Inc,Prepackaged Software,United States,Yell Group PLC,"Printing, Publishing, and Allied Services",United Kingdom,100.00,100.0,19.20,YELL,,27237R,
11.07.11,Sinagama II Technologies,Business Services,Malaysia,Synergy Health PLC,Health Services,United Kingdom,100.00,100.0,,SYR,,14408R,
12.07.11,Lara Exploration Ltd-Vila Oito,Mining,Brazil,Horizonte Minerals PLC,Mining,United Kingdom,100.00,100.0,2.284,"HZM
HZM",,35739Q,
12.07.11,Scotplast Ltd,Rubber and Miscellaneous Plastic Products,United Kingdom,Robinson PLC,Rubber and Miscellaneous Plastic Products,United Kingdom,35.00,35.0,.398,RBN,,28771M,
13.07.11,AMS Ltd-Certain Assets,Business Services,Ireland-Rep,G4S PLC,Business Services,United Kingdom,100.00,100.0,3.562,"GFS
GR4SEC",,871674,
13.07.11,Reynolds-MacKenzie,Business Services,United Kingdom,Chime Communications PLC,Business Services,United Kingdom,100.00,100.0,15.112,CHW,,904750,
13.07.11,Sofra Yemek Uretim ve Hizmet,Retail Trade-Eating and Drinking Places,Turkey,Compass Group PLC,Retail Trade-Eating and Drinking Places,United Kingdom,50.00,100.0,,CPGL,,,
14.07.11,Alberg Mining & Minerals,Mining,Zambia,Berkeley Mineral Resources Plc,Mining,United Kingdom,100.00,100.0,,"BMR
BMRB
BMRBGB
TTEOF",,135527,
14.07.11,Pendragon PLC,Wholesale Trade-Durable Goods,United Kingdom,Pendragon PLC,Wholesale Trade-Durable Goods,United Kingdom,,,,"PDG
PDG","PDG
PDG",904302,904302
19.08.11,Petrohawk Energy Corp,Oil and Gas; Petroleum Refining,United States,BHP Billiton PLC,Oil and Gas; Petroleum Refining,United Kingdom,100.00,100.0,",11776.245",BHP,HK,899188,677522
15.07.11,SportingWins Ltd,Amusement and Recreation Services,United Kingdom,Timeweave PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,100.00,100.0,,"D:AL7
D:AL7X
TMW",,900229,
19.02.13,Indanet AG,Business Services,Germany,Quadnetics Group PLC,Business Services,United Kingdom,100.00,100.0,5.138,QDG,,974847,
05.09.11,Stromag Holding GmbH,Transportation Equipment,Germany,GKN PLC,Transportation Equipment,United Kingdom,100.00,100.0,274.996,GKN,,900754,
18.07.11,TigerSpike Pty Ltd,Communications Equipment,Australia,Aegis Group PLC,Advertising Services,United Kingdom,,,11.00,AGS,,917597,
19.07.11,HgCapital 6,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,HgCapital Trust PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,24.185,HGT,,904817,
05.09.11,The Capital Pub Co PLC,Retail Trade-Eating and Drinking Places,United Kingdom,Greene King PLC,Retail Trade-Eating and Drinking Places,United Kingdom,100.00,100.0,102.18,"GKNGY
GNK",CPUB,900250,29355V
20.07.11,Grindrod PCA,Transportation and Shipping (except air),South Africa,Lonrho PLC,Construction Firms,United Kingdom,100.00,100.0,7.289,"LONR
LONR",,676522,
20.07.11,Stanmore Implants Worldwide,"Measuring, Medical, Photo Equipment; Clocks",United Kingdom,Imperial Innovations Group PLC,"Investment & Commodity Firms,Dealers,Exchanges",United Kingdom,,,6.46,IVO,,36292P,
21.07.11,Damax AG,Business Services,Switzerland,Computacenter PLC,Business Services,United Kingdom,80.00,80.0,8.819,CCC,,679947,
03.08.11,MIXIT Inc,Prepackaged Software,United States,Patsystems PLC,Prepackaged Software,United Kingdom,100.00,100.0,28.586,PTS,,25585X,
21.07.11,M&C Saatchi Milk,Business Services,United Kingdom,M&C Saatchi PLC,Advertising Services,United Kingdom,25.00,25.0,,SAA,,28988F,
22.07.11,Arnashade Recruitment Ltd,Business Services,United Kingdom,Staffline Group PLC,Business Services,United Kingdom,100.00,100.0,,STAF,,29805X,
22.07.11,C & G Concrete Ltd,"Stone, Clay, Glass, and Concrete Products",United Kingdom,Breedon Aggregates Ltd,"Stone, Clay, Glass, and Concrete Products",United Kingdom,100.00,100.0,16.546,BREE,,53542H,
22.07.11,LearnED Ltd,Prepackaged Software,United Kingdom,Quindell Portfolio PLC,Prepackaged Software,United Kingdom,74.00,100.0,.701,QPP,,32360V,
22.07.11,NorthgateArinso-Pensions,Prepackaged Software,United Kingdom,The Capita Group PLC,Business Services,United Kingdom,100.00,100.0,44.828,CPI,,953830,
22.07.11,Sappi UK Ltd-Sappi Nash,Paper and Allied Products,United Kingdom,James Cropper PLC,Paper and Allied Products,United Kingdom,100.00,100.0,,CRPR/,,910240,
